User ID,User Name,Node_weight,Reply Count,Retweet count,Like Count,Quote Count,Followers Count,FOllowerID,Follower name
1331615817390313472,BettyAn44389108,0,0,0,0,0,6,[],[]
1222641969924648961,returnofthegoth,3,0,0,3,0,924,[],[]
29366189,Theo_Chilton,10,1,1,9,0,3110,[],[]
16704363,RogerF1953,6,1,1,5,0,2019,[],[]
1229457653300105217,kled43,2,0,1,1,0,1424,[],[]
2892985895,RoswellLisa1,4,0,2,2,0,547,[],[]
430267969,becdwo,4,1,0,4,0,1047,[],[]
18080108,tan123,24,1,3,21,0,33009,[],[]
1057374564873895941,TicoBoard,0,0,0,0,0,88,[],[]
304531027,Sonygamer1,0,0,0,0,0,111,[],[]
87983928,drlabossiere,5,1,1,4,0,1779,[],[]
1511603629,WeR1Singularity,0,0,0,0,0,164,[],[]
20238974,MsDayglo,1,0,0,1,0,3554,[],[]
1295042802628227073,MadMechanic73,0,0,0,0,0,523,[],[]
1106300702236774402,USPatri03431508,0,0,0,0,0,311,[],[]
151622477,CaroleGilman,0,1,0,0,0,1751,[],[]
810321722067062784,TonyGucciano,0,1,0,0,0,7,[],[]
1320854596563193856,baking49,2,0,1,1,0,475,[],[]
1287487807141937153,randyswish,0,0,0,0,0,12,[],[]
979112378,burns184,0,0,0,0,0,2345,[],[]
1493598763,NogrowthCole,0,0,0,0,0,3625,[],[]
939587923938127872,ChrisBesanson,0,0,0,0,1,4,[],[]
1122916383724122118,Big_Bell77,0,0,0,0,0,7,[],[]
2737523318,ApoloJedi_,0,0,0,0,0,1030,[],[]
1307103895303286785,Billy_Big_bags,0,0,0,0,0,38,[],[]
2440815536,JS1580,0,0,0,0,0,219,[],[]
733170820625928192,awb20774,0,0,0,0,1,2510,[],[]
458910009,squirrel27845,0,0,0,0,0,98,[],[]
59314724,yurkiddingme,1,0,0,1,0,1268,[],[]
1262750499809288193,gsucjc,11,0,4,7,0,585,[],[]
780544757806149632,used2bdemocrat,0,0,0,0,0,134,[],[]
235199409,FridaGhitis,40,1,4,36,1,32078,[],[]
1053747985786527744,manuelofreire,7,0,2,5,0,14500,[],[]
46480121,JCBolWag,0,0,0,0,0,1201,[],[]
146644080,azmoderate,42,5,12,30,1,20710,[],[]
1240342945821229061,RayRaysFanAcct,4,0,1,3,0,2519,[],[]
100030889,R_Leckie,0,0,0,0,0,42,[],[]
1033054369631985664,liberalsteveros,0,0,0,0,0,7232,[],[]
1373383958,nancysquinn,3,0,0,3,0,4682,[],[]
759219343104348160,NorgeDan,3,1,0,3,0,1792,[],[]
1319676750700417032,ghost_cowboys,1,0,0,1,0,788,[],[]
1021528102483238912,SyntaxXSindoll,14,0,5,9,2,1204,[],[]
1265907843569500161,gomoelineh,0,0,0,0,0,2,[],[]
555395202,PielCanela728,0,1,0,0,0,354,[],[]
20414466,breezyvibe,1,0,0,1,0,111,[],[]
1189637735356567552,TheNinerPoints,3,1,1,2,0,634,[],[]
949440876392079361,wallross_ross,0,0,0,0,0,243,[],[]
1334319015473238016,LonHudson6,0,0,0,0,0,0,[],[]
1243901864028049411,TheDon4Rushmore,0,0,0,0,0,2,[],[]
1330917447394791428,JasonBo73796385,0,0,0,0,0,5,[],[]
125855396,Renae131,1,0,0,1,0,277,[],[]
2269833908,wazzu90,0,0,0,0,0,80,[],[]
2292332876,abc_lmnop,0,0,0,0,0,912,[],[]
870309056610615297,ARGCAZ,0,0,0,0,0,831,[],[]
370468772,Greggs_nBacon,2,0,0,2,0,423,[],[]
1267340330258567168,wavechaser2024,13,0,3,10,0,6073,[],[]
936858992,sandyleevincent,245,10,37,208,14,48102,[],[]
436393281,jeffinCNY,0,0,0,0,0,250,[],[]
1014522097895239686,WarChancla,3,0,0,3,0,66,[],[]
330379313,GJDHouse,1,0,0,1,0,269,[],[]
134665136,ethanprice,1,0,1,0,0,843,[],[]
2290406826,StevenHarp_,9,3,1,8,0,2315,[],[]
729870701335695361,lizzyemcee,2,0,0,2,0,863,[],[]
21625963,julielvday,1,1,0,1,0,40,[],[]
1312740146454953987,steve53602904,0,0,0,0,0,33,[],[]
3024558601,janerv249,0,0,0,0,0,6,[],[]
67609399,SethBiddulph,0,0,0,0,0,171,[],[]
2763762198,livthes,0,0,0,0,0,9,[],[]
25513161,Black_1,1,0,0,1,0,563,[],[]
439654068,gcaustria,0,0,0,0,0,45,[],[]
943215098394501120,PaulFHiggins,2,0,0,2,0,218,[],[]
1283572037970210819,JacobLouisBaron,2,1,0,2,0,1953,[],[]
871569210161364992,Wilhelm_Husk,0,0,0,0,0,210,[],[]
251349160,SportsNoBS,1,0,0,1,0,1097,[],[]
1026923978,Maccabeus24,0,0,0,0,0,3551,[],[]
898815860,LanciaSc0rpi0n,0,0,0,0,0,10937,[],[]
956327327939645440,VirginiaLouelle,0,0,0,0,0,773,[],[]
1213072089290166273,Diogenes20203,0,0,0,0,0,615,[],[]
897115470783852549,HenryJKraven,8,0,1,7,0,6925,[],[]
1207880778253848576,DavidHi17301137,0,0,0,0,0,839,[],[]
1903167241,DavidLMadison,0,0,0,0,0,70,[],[]
925082615169761281,jpbuffalo81,0,0,0,0,0,316,[],[]
14156474,paulerickson,1,0,0,1,0,374,[],[]
3477290357,JfKness1,0,0,0,0,0,19,[],[]
550271358,Nor_toriousLKL,4,0,0,4,0,11537,[],[]
1617069110,HighRoadIsRight,0,1,0,0,0,4115,[],[]
3214714613,derekmitt,0,0,0,0,0,180,[],[]
376226841,Quest1743,0,0,0,0,0,1519,[],[]
18441277,rdgirard,0,0,0,0,0,21,[],[]
2634888579,jacobtedadams,7,3,0,7,0,97,[],[]
46448402,iamgregk,0,1,0,0,1,2434,[],[]
1089827198,MhnewmanMicah,0,0,0,0,0,8,[],[]
2810112283,Photogbill222,0,0,0,0,0,5065,[],[]
2387480084,TheBizAdvsr,0,0,0,0,0,220,[],[]
1291523849121681411,Mikewal71119451,0,0,0,0,0,1679,[],[]
4848952816,lifttheveil411,11,3,0,11,2,7762,[],[]
1328463924392505346,laugh_write,0,0,0,0,0,12,[],[]
795691817073143808,ISO_XRP,2,3,0,2,0,7897,[],[]
329122055,ljb48,0,0,0,0,0,1220,[],[]
720377783415758853,nichols_lindy,1,0,0,1,0,437,[],[]
1270912213851746310,Cindylouhoo2b,0,0,0,0,0,1066,[],[]
1324760124171472900,johnnyEByrd1,0,0,0,0,0,24,[],[]
23122779,Frank5ngls,0,1,0,0,0,153,[],[]
37842578,GSP_Exit_63,2,0,0,2,0,700,[],[]
1216215157313036294,Jpgamer62272325,0,0,0,0,0,1,[],[]
67562050,SGT_Buttercup,0,1,0,0,0,1539,[],[]
56002342,JVanderhook,0,0,0,0,0,35,[],[]
1099670362332246016,red7669,0,0,0,0,0,9,[],[]
1043963448751783938,deplorable_im,0,0,0,0,0,1893,[],[]
345235072,TheLibertonian,1,1,0,1,0,82,[],[]
2515223123,IvvanAli,0,0,0,0,0,220,[],[]
2841387292,EricDroll,0,0,0,0,0,2337,[],[]
116958320,thomasebarry,1,0,0,1,0,818,[],[]
47174053,Tomobabyka,0,1,0,0,0,380,[],[]
83051777,burntwolf,0,0,0,0,0,49,[],[]
28626894,DeimosMetus,0,0,0,0,0,2684,[],[]
23467947,tribros,0,0,0,0,0,615,[],[]
1098449300,ManDeer666,0,1,0,0,0,1400,[],[]
800000515123924992,dancer_carole,0,1,0,0,1,659,[],[]
1305514437365956609,MoseyDm,8,2,0,8,0,3804,[],[]
3189286978,JLatker,1,0,0,1,0,125,[],[]
364133958,NEWZFOX,0,0,0,0,0,711,[],[]
65540587,SKirkPierzchala,1,0,0,1,0,421,[],[]
761238040656306177,VoteEmAllOut,0,0,0,0,0,13339,[],[]
545068087,EricInfoTech,5,2,0,5,0,2901,[],[]
14976544,borroff,1,0,0,1,0,542,[],[]
1333629191288451074,freeandfair123,0,0,0,0,0,280,[],[]
531764458,nellyknn,0,0,0,0,0,120,[],[]
171591751,ullolayoga,1,2,0,1,0,4069,[],[]
