User ID,User Name,Node_weight,Reply Count,Retweet count,Like Count,Quote Count,Followers Count,FOllowerID,Follower name
766469223807942656,doblerspeaks,0,1,0,0,0,466,[],[]
64792575,zamnight,0,0,0,0,0,240,[],[]
1199212221466894337,sammorg97368284,0,0,0,0,0,12,[],[]
1549369164,Mizzizrjv,0,0,0,0,0,40,[],[]
1372719206,agentilis92,0,0,0,0,0,98,[],[]
43828033,anne_k_easton,1,0,0,1,0,790,[],[]
1268738879806291969,SenCommom,1,0,0,1,0,160,[],[]
2502563780,dr_kulp,3,0,0,3,0,560,[],[]
974776468415893506,rosegoldhalberd,2,0,0,2,0,63,[],[]
1122222044,MarciaSessler,30,2,10,20,2,10374,[],[]
217665748,Bill43111,30,1,5,25,1,3686,[],[]
484274937,ViChina1,0,0,0,0,0,2,[],[]
380695209,NoPartyNoDisco,1,0,0,1,0,286,[],[]
957795342379970560,Jmurray28656814,0,0,0,0,0,0,[],[]
870027776639873028,MajorTomSavage,6,1,0,6,0,2136,[],[]
310463994,Bonmottt,0,0,0,0,0,77,[],[]
508006873,rmasher2,70,3,12,58,2,76651,[],[]
32531887,DaddyFiles,25,1,3,22,0,22444,[],[]
17999717,LouC_2,0,0,0,0,0,394,[],[]
35715103,robbieburr,0,0,0,0,0,291,[],[]
535951035,ArnieMGeller,0,0,0,0,0,1455,[],[]
281245686,aelterman,0,0,0,0,0,791,[],[]
1238563993612169216,WizWackaTroll,3,3,0,3,0,1387,[],[]
1204097187329609728,KathyArchy,2,0,0,2,0,345,[],[]
1942903568,ConnieNewsom,1,1,0,1,0,147,[],[]
3236730548,realVincentTon,6,0,0,6,0,737,[],[]
61647520,nockwurst,0,0,0,0,0,43,[],[]
18046835,realbillykaren,0,0,0,0,0,935,[],[]
201581798,LovinViking,0,0,0,0,0,37,[],[]
1226545737279901698,HPeitzman,0,0,0,0,0,7,[],[]
16505987,Sigurado,0,0,0,0,0,868,[],[]
18388572,marcyinnh,10,4,2,8,1,2963,[],[]
535055364,DawnMm08,6,0,1,5,0,570,[],[]
1214208000845418496,NaomiPatriot,1,0,0,1,0,443,[],[]
1319420207606206464,TerryStottlemy4,0,0,0,0,0,0,[],[]
728564985731809282,reasonedvoices,0,0,0,0,0,2251,[],[]
2444434430,lauriecrosswell,70,1,7,63,1,19062,[],[]
1303739584589725696,ftpsupreme,0,0,0,0,0,200,[],[]
345385644,PDXRandyLee,2,0,0,2,0,293,[],[]
23763190,rob0349,475,24,127,348,14,13819,[],[]
43920205,MelikaJ93,5,0,0,5,0,278,[],[]
29893987,karverts,0,0,0,0,0,29,[],[]
12199172,iamriplash,3,0,0,3,0,477,[],[]
984250480569266177,RomancingNope,15,2,1,14,0,6741,[],[]
1208180173696319488,roguefox413,1,1,0,1,0,551,[],[]
247133404,gazmith,0,0,0,0,0,5,[],[]
976975449317367808,lore_chiroptera,0,0,0,0,0,134,[],[]
250289991,sbraydel,0,0,0,0,0,12,[],[]
82433,stefsull,4,2,0,4,0,11549,[],[]
1241741449877741568,vwhistle20,1,0,0,1,0,878,[],[]
1045627909229219840,DirtyKavanaugh,0,0,0,0,0,81,[],[]
1117280218648125440,MelloFelloMJ,1,0,0,1,0,423,[],[]
91583544,NickAdamsinUSA,9301,311,1912,7389,226,259781,[],[]
2953905815,mirandathomas57,0,0,0,0,0,147,[],[]
2462170368,HSWachsmann,2,0,0,2,0,120,[],[]
1259630467386617856,skadoodley1,2,0,0,2,0,16,[],[]
221162261,CHICSHOCKSTYLE,0,0,0,0,0,228,[],[]
603821064,giblet22,2,0,0,2,0,925,[],[]
1020020225620598784,EdministerShara,3,1,0,3,0,100,[],[]
1300868098313125888,ben2ofus,0,0,0,0,0,45,[],[]
17096513,alainsmi,1,1,0,1,0,430,[],[]
1345431342658564097,Publius17872,0,1,0,0,0,3,[],[]
28248451,dcsweb,5,1,1,4,0,559,[],[]
1270030692802367488,myles_kin,0,0,0,0,0,161,[],[]
973519850160185344,matty_angles,0,0,0,0,0,190,[],[]
358975679,kevdrinksbeer,0,0,0,0,0,279,[],[]
558126417,TomsSoqs,0,1,0,0,0,6,[],[]
22378665,MightyTallDude,2,0,0,2,0,216,[],[]
49955129,CoachMAGA14,0,1,0,0,0,683,[],[]
1285714845598248962,IsidroVOrnelas1,0,0,0,0,0,0,[],[]
1215416093201682432,Nowayjose1979,0,0,0,0,0,279,[],[]
2474073451,AdrienneHB1817,1,0,1,0,0,126,[],[]
1095092627207307264,MarkMcC92036941,0,0,0,0,0,92,[],[]
257236277,lakergirlsuell,1,0,0,1,0,454,[],[]
1064980847684575233,yaggawagga,0,0,0,0,0,171,[],[]
4663295000,Dootz1937,1,0,0,1,0,198,[],[]
109506070,binreminded,0,0,0,0,0,998,[],[]
924767371251847173,MGsovski,1,1,0,1,0,388,[],[]
399725224,PapaNeanderthal,0,0,0,0,0,20,[],[]
58202085,Neflite,1,0,0,1,0,60,[],[]
3369255861,fireresign,1,0,0,1,0,711,[],[]
768218268897206272,TheScottLove,1,1,0,1,0,802,[],[]
18680590,drewmcarthur,0,0,0,0,0,284,[],[]
263341031,chuckg144,1,0,0,1,0,219,[],[]
51479279,ProvidenceAve,2,0,0,2,0,517,[],[]
1301908542547472386,disgrun04253202,0,0,0,0,0,37,[],[]
1280347845284028418,amanda72095543,0,0,0,0,0,6,[],[]
1312580072763727872,auktoepus,0,0,0,0,0,33,[],[]
2424661159,LogJ1776,4,0,2,2,0,1314,[],[]
2735890584,Outlaw_Daddy,0,0,0,0,0,533,[],[]
1061640750,grendel_the_cat,0,0,0,0,0,40,[],[]
46178352,MichaelJPartyka,39,9,16,23,5,9719,[],[]
267214305,Arefel_,0,0,0,0,0,8,[],[]
1202114208621445121,DWoodLD16Senate,3,0,1,2,0,2698,[],[]
22344324,nightwriter22,0,0,0,0,0,583,[],[]
2455491403,ericxdelta,1,0,0,1,0,789,[],[]
480609373,KateCAnders,0,0,0,0,0,45,[],[]
123287250,19friday,0,0,0,0,0,3111,[],[]
15418628,mattmfm,206,4,33,173,0,87516,[],[]
1215127419948060672,DebbieDonnaruma,0,0,0,0,0,220,[],[]
30808898,Spichka,2,0,1,1,0,162,[],[]
838142664839204865,JamesLindholm1,72,5,16,56,1,20483,[],[]
105849059,centerfarms,0,0,0,0,0,926,[],[]
7465732,Squiblon,2,1,0,2,0,1436,[],[]
916912110,gms10463,0,0,0,0,0,165,[],[]
2865907814,JasonOverstreet,1029,18,108,921,10,59086,[],[]
2601873347,mikeylangrehr,2,0,0,2,0,6454,[],[]
808790837954048000,tomjonesjohndoe,0,0,0,0,0,73,[],[]
