User ID,User Name,Node_weight,Reply Count,Retweet count,Like Count,Quote Count,Followers Count,FOllowerID,Follower name
326255086,JenTheRiot,138,18,19,119,5,24715,[],[]
4623302774,LOSINRECIPES,2,0,0,2,0,622,[],[]
58314688,rosstell,0,0,0,0,0,683,[],[]
756504036354904064,mpharjo77,30,4,7,23,3,2713,[],[]
426752831,NilsonCortez1,0,0,0,0,0,84,[],[]
1439997480,cya_tl,0,1,0,0,0,350,[],[]
4841884496,samizman,1,0,0,1,0,8,[],[]
1156542334957494272,MIDDLEkid74,2,0,1,1,1,1147,[],[]
2428240406,sigmasyed,0,0,0,0,0,94,[],[]
1323405728351051776,akcolbonk,0,0,0,0,0,1,[],[]
433538973,MrJGriggs,1,2,0,1,0,317,[],[]
352488648,sami_weiss24,0,0,0,0,0,363,[],[]
805961131709833216,CaeljinX,0,0,0,0,0,1444,[],[]
98193357,csgulyas,2,1,0,2,0,69834,[],[]
4619956037,a____k_____,0,0,0,0,0,25,[],[]
341804469,Scoonermd,0,0,0,0,0,141,[],[]
25079405,jcroyboy,1,0,0,1,0,163,[],[]
1530250172,mshileh,0,1,0,0,0,356,[],[]
543774866,kayla_bo_bayla5,1,0,0,1,0,272,[],[]
3400319873,betz2016,11,0,1,10,0,3469,[],[]
1734430140,Takke_x,0,0,0,0,0,4,[],[]
19001300,leiboaz,90,5,6,84,0,15518,[],[]
1231993265739747328,MarcBaer5,0,0,0,0,0,25,[],[]
1149665028,SweetLilSassyMe,0,1,0,0,0,3599,[],[]
29916939,Jalee5a_Nicole,0,0,0,0,0,1208,[],[]
220901065,lillitreatch,0,0,0,0,0,400,[],[]
344353541,scottbails13,6,1,0,6,0,3375,[],[]
1217861797258067971,Dann20Jack,1,0,0,1,0,172,[],[]
1273373739602907140,bleedthesame2,1,0,0,1,0,813,[],[]
1090071278499831810,BeauJeansonne,0,0,0,0,0,39,[],[]
3222838619,Crimealytics,19,1,0,19,0,22633,[],[]
208176779,thetzmurph,1,0,0,1,0,3537,[],[]
63037607,BombShell_2020,0,0,0,0,0,1151,[],[]
337383452,gghanlon,0,0,0,0,0,284,[],[]
228563214,Bear987FM,5,0,0,5,0,620,[],[]
1324006449006202882,satanssideho17,0,0,0,0,0,9,[],[]
22727828,Steve_Irvin,62,11,2,60,3,23300,[],[]
1720556503,Illek10,1,0,0,1,0,769,[],[]
1148150341,PoseyNotes,1,2,0,1,0,76,[],[]
1260008118022332416,blomil_mil,6,0,1,5,1,88,[],[]
34884547,UAS4450,0,0,0,0,0,677,[],[]
37528641,ndneyez,0,0,0,0,0,311,[],[]
200518818,ben_br0wn5,0,0,0,0,0,643,[],[]
2557979858,kingluna85,0,0,0,0,0,17,[],[]
1280756255385022464,Danpat831,7,1,2,5,0,40,[],[]
